,video_id,playlist_id,title,description,upload_date
429,Lo7-EF8tu4c,,The Efficacy and Safety of Creatine for High Homocysteine,Those on a healthy plant-based diet with elevated homocysteine levels despite taking sufficient vitamin B12 may want to consider ...,2020-09-07T11:59:48Z
430,UHv3SCUioQU,,Are There Health Benefits of Spending Time in Nature?,"Studies on green exercising, the value of greenspaces, or even just viewing trees outside the window on surgery recovery. A look ...",2020-09-21T11:59:52Z
431,Cki3FEK4et8,,Where Does the Arsenic in Chicken Come From?,What was the National Chicken Council's response to public health authorities calling for the industry to stop feeding ...,2017-07-17T12:05:43Z
432,eqCY2TOyKYo,,Fiber vs. Low FODMAP for SIBO Symptoms,"Is low FODMAP the best diet for SIBO symptoms? It may not be the number of bacteria growing in your small intestine, but the type ...",2021-08-11T11:59:46Z
433,uSiNTKkBjlQ,,What Are the Best Beverages?,"A review of the best drinks. Are there health benefits to drinking tea, coffee, milk, wine, and soda? New subscribers to our ...",2020-03-25T11:59:50Z
434,Cl6I0I8_LA0,,Is Heme Iron the Reason Meat Is Carcinogenic?,The connection between heme iron and cancer. Rectal biopsies taken before and after eating meat determine the potentially ...,2021-02-24T12:59:46Z
435,MJVSD0hggZE,,Keto Diet Theory Put to the Test,Do low carb and ketogenic diets have a metabolic advantage for weight loss? New subscribers to our e-newsletter always receive ...,2019-09-02T12:15:00Z
436,Vlr7aXD5hqI,,How to Test for Functional Vitamin B12 Deficiency,Many doctors mistakenly rely on serum B12 levels in the blood to test for vitamin B12 deficiency. New subscribers to our ...,2020-08-31T11:59:46Z
437,VXLFyZWX4AU,,"For Flavonoid Benefits, Don&#39;t Peel Apples",Peeled apples are pitted head-to-head against unpeeled apples and spinach in a test of artery function. Looking for healthy ...,2019-10-23T11:59:52Z
438,KIFIwec-yEU,,Ground Ginger to Reduce Muscle Pain,"There's been at least 8 randomized, double-blinded, placebo-controlled trials of ginger for pain. New subscribers to our ...",2018-07-27T12:09:25Z
439,fLat2Im_R84,,Best Food for Periodontal Disease and Gingivitis,What would happen if you stopped brushing your teeth but ate healthier? New subscribers to our e-newsletter always receive a ...,2018-10-08T11:53:56Z
440,bw7_vvmzBR8,,"The 3,500 Calorie per Pound Rule Is Wrong",How many fewer calories do you have to eat every day to lose one pound of body fat? New subscribers to our e-newsletter always ...,2019-09-30T11:59:56Z
441,pumVPfVuQ6s,,How to Avoid Lectin Poisoning,"How to properly cook beans. Thankfully, even the lectins that are toxic—like those found in kidney beans—are utterly destroyed by ...",2017-09-15T11:57:01Z
442,ciBSDjrSqCM,,"Podcast: You Say Nitrates, I Say Nitrites",Turns out there are good nitrates and bad nitrites. Here's the breakdown. This episode features audio from The Effects of ...,2021-08-12T11:59:51Z
443,e3hu1Tpp4AU,,Long Term Effects of Toxoplasmosis Brain Infection,The effect of toxoplasma brain parasites can cause personality alternations. New subscribers to our e-newsletter always receive a ...,2019-05-22T12:00:55Z
444,HyuXNzLzKYM,,Podcast: Boosting Our Metabolism,Today we explore the health effects of speeding up our metabolism. This episode features audio from How to Get the Weight Loss ...,2020-12-24T13:00:05Z
445,Eg7DLVYwcDs,,How to Prevent High Blood Pressure with Diet,"High blood pressure, the #1 killer risk factor in the world, may be eliminated with a healthy enough diet. New subscribers to our ...",2015-04-03T18:35:58Z
446,uptETdDvDzQ,,Does a Ketogenic Diet Help Diabetes or Make It Worse?,Keto diets put to the test for diabetes reversal. New subscribers to our e-newsletter always receive a free gift. Get yours here: ...,2019-09-18T11:59:54Z
447,lXXXygDRyBU,,"How Not To Die: The Role of Diet in Preventing, Arresting, and Reversing Our Top 15 Killers",How our food choices may influence disease prevention and treatment. In this “best-of” compilation of his last four year-in-review ...,2016-08-05T11:55:26Z
448,A4vqXj-uHxk,,Plant Based Diets Recognized by Diabetes Associations,"Plant-based diets as the single most important, yet underutilized, opportunity to reverse the pending obesity and diabetes-induced ...",2019-07-29T12:00:01Z
449,u00SQjID5E0,,Is Vitamin D3 Better Than D2?,New subscribers to our e-newsletter always receive a free gift. Get yours here: https://nutritionfacts.org/subscribe/ DESCRIPTION: ...,2013-02-13T12:19:03Z
450,jQIkaPplCxY,,Is Gluten Sensitivity Real?,"For more than 30 years, the medical profession has debated the existence of an intolerance to the wheat protein, gluten, unrelated ...",2014-08-22T10:45:22Z
451,NA7emq1WrBo,,Does Pressure Cooking Preserve Nutrients?,"How Dr. Greger pressure steams his greens. On the one hand, heat can destroy certain nutrients; on the other hand, by softening ...",2019-08-26T11:51:54Z
452,VJOg_tlh4vM,,The Worst Food for Tooth Decay,One of the worst breakfast cereals will surprise you. A dozen different foods and beverages were ranked for their “cariogenic ...,2019-03-20T11:58:02Z
453,T1FYsdC7krs,,Cell Phone Brain Tumor Risk?,What does the world's leading authority on carcinogens have to say about mobile phones? New subscribers to our e-newsletter ...,2017-10-06T11:48:16Z
454,9Nx1s6LuJNE,,Podcast: Marvelous Health Effects of Ginger,Today on the Nutrition Facts Podcast we look at what this root can do for our health. This episode features audio from Benefits of ...,2021-05-13T11:59:48Z
455,72lfQUJo10k,,Oil Pulling Benefits for Plaque and Gingivitis,Oil pulling is put to the test head-to-head against chlorhexidine mouthwash for oral and dental health measures. New subscribers ...,2017-12-08T12:52:28Z
456,4vRdOD78QKE,,Is Fasting for Weight Loss Safe?,"The reasons why fasting longer than 24 hours, and particularly three or more days, should only be done under the supervision of ...",2019-11-04T12:59:49Z
457,fRZduVxlP_U,,What Causes Insulin Resistance?,"Prediabetes and type 2 diabetes are caused by a drop in insulin sensitivity blamed on “intramyocellular lipid,” the buildup of fat ...",2015-01-29T16:48:59Z
458,s-Jcw4-xmTs,,Flashback Friday: Hibiscus Tea vs. Plant-Based Diet for Hypertension &amp; How Much Is Too Much?,"How do the blood-pressure lowering effects of hibiscus tea compare to the DASH diet, a plant-based diet, and a long-distance ...",2020-06-05T11:59:49Z
459,K6v7aa0VMOg,,Podcast: Today’s Superfood: Cabbage,Cabbage? Yes cabbage. Be sure to have one in your fridge at all times. This episode features audio from Biggest Nutrition Bang ...,2021-01-14T13:00:06Z
460,j_-rFTbiORo,,Artificial Food Colors and ADHD,New subscribers to our e-newsletter always receive a free gift. Get yours here: https://nutritionfacts.org/subscribe/ DESCRIPTION: ...,2013-08-30T11:21:11Z
461,vVOEPZqUp7Q,,Podcast: Strokes and Diet: Part 1,Strokes and how not to have one. Here's Part 1 of our 4 part series. This episode features audio from What to Eat for Stroke ...,2020-11-26T13:00:30Z
462,kXty_-3o7X8,,"The Effect of Animal Protein on Stress Hormones, Testosterone, and Pregnancy","What happened to women who were randomized to eat more meat and dairy during pregnancy, and what effect does animal ...",2017-01-18T12:56:24Z
463,hcIkhffzrkk,,Protein Intake &amp; IGF-1 Production,New subscribers to our e-newsletter always receive a free gift. Get yours here: https://nutritionfacts.org/subscribe/ DESCRIPTION: ...,2012-10-01T11:19:34Z
464,betOW0qVGLM,,Oil Pulling for Teeth Whitening and Bad Breath Tested,"When oil pulling was put to the test for teeth whitening, halitosis, and dental enamel erosion the results were no better than rinsing ...",2017-12-11T13:01:52Z
465,x3yp0oTd1YA,,"Carnitine, Choline, Cancer and Cholesterol: The TMAO Connection",New subscribers to our e-newsletter always receive a free gift. Get yours here: https://nutritionfacts.org/subscribe/ DESCRIPTION: ...,2013-04-26T11:28:55Z
466,eEojOJMoyjA,,Can You Really Remove Warts with Duct Tape?,"Duct tape beat out ten other wart treatments for not only cost but effectiveness, so why isn't it standard practice? New subscribers ...",2019-06-05T12:07:07Z
467,r3PuCQ8CxTc,,Benefits and Side Effects of the Pneumonia Vaccine,Randomized controlled trials have found that pneumonia vaccines significantly reduce the risk of pneumococcal pneumonia in ...,2024-04-10T11:59:52Z
468,mZS5nyKZyh4,,Is Sodium Lauryl Sulfate Safe?,Just because the toothpaste ingredient sodium lauryl sulfate doesn't cause cancer doesn't mean it can't cause problems.,2017-09-29T11:37:37Z
469,J5FQ_gcF3qQ,,Is Aloe Vera Gel the Best Treatment for Lichen Planus?,"We should never swallow aloe vera, but what about topical use for a chronic inflammatory autoimmune disease compared to ...",2018-05-25T11:01:23Z
470,Uq52kSYzwD8,,Does A2 Milk Carry Less Autism Risk?,The casomorphins in bovine milk appears to have opposite effects than that from human breastmilk on infant development but ...,2017-11-17T13:02:47Z
471,pI4OYCOhCYA,,Lose Two Pounds in One Sitting: Taking the Mioscenic Route,Our physiology evolved for millions of years eating a plant-based diet. What would happen if researchers tried to recreate our ...,2016-06-03T10:56:48Z
472,VeOT7DYJIZ8,,Ginger for Migraines,An eighth teaspoon of powdered ginger found to work as well as the migraine headache drug sumatriptan (Imitrex) without the ...,2015-06-10T11:56:36Z
473,nE16SMsoXSE,,"COVID-19 Symptoms vs. the Flu, a Cold, or Allergies",What does clinical course of COVID-19 look like for both those who survive and those who don't? How the symptoms compare to ...,2020-06-22T11:59:48Z
474,AWkYHbP8sb0,,"Eczema Treatment with Coconut Oil, Mineral Oil, vs. Vaseline","Natural topical remedies for eczema are put to the test, including licorice root gel, St. John's Wort cream, and emollients such as ...",2017-10-16T11:55:58Z
475,pxgxXMwSomA,,How to Become a Fecal Transplant Super Donor,What's more important: probiotics or prebiotics? And where best to get them? New subscribers to our e-newsletter always receive ...,2017-03-24T12:02:44Z
476,mEbcM_5Iz8Q,,Natural Treatments for Morning Sickness,Can cannabis and ginger be considered safe and effective treatments for hyperemesis gravidarum (severe morning sickness ...,2016-06-06T11:20:53Z
477,pEQ8orjYNPA,,"Is It the Diet, the Exercise, or Both?",New subscribers to our e-newsletter always receive a free gift. Get yours here: https://nutritionfacts.org/subscribe/ DESCRIPTION: ...,2012-09-19T11:23:50Z
478,KKcIPUIvxRM,,Recipe: Easy Veggie Tacos,"This vegan and vegetarian taco recipe ""Veggie Tacos"" comes from staff member Ángela at NutritionFacts. Looking for healthy ...",2019-07-17T11:57:22Z
479,71E7liHAJ2M,,How to Prevent Toxoplasmosis,The risk of contracting the brain parasite toxoplasma from kitty litter vs. meat. New subscribers to our e-newsletter always receive a ...,2019-05-29T12:03:29Z
480,ho4sNQPBXMc,,Chronobiology - How Circadian Rhythms Can Control Your Health and Weight,Given the power of chronotherapy—how the same dose of the same drugs taken at a different time of day can have such different ...,2020-01-15T13:00:04Z
481,GP5OiTAUkkU,,Are There Benefits of Pole Walking for Weight Loss?,"Does walking with poles, also known as Nordic walking (“exerstriding”), beat our regular walking for depression, sleep quality, ...",2020-11-23T12:59:50Z
482,uksaJeHfmsA,,Best Food to Counter the Effects of Air Pollution,"There is a food that offers the best of both worlds, significantly improving our ability to detox carcinogens like diesel fumes and ...",2017-04-24T11:57:59Z
483,tx9s9pb00wI,,Is Weight Loss on Ketosis Sustainable?,Might the appetite-suppressing effects of ketosis improve dietary compliance? New subscribers to our e-newsletter always receive ...,2019-09-09T12:00:12Z
484,w8g4QaZZEzs,,The Role of Pesticides and Pollution in Autism,"The effects of smoking, pesticides, vaccine mercury, and air pollution on autistic spectrum disorder risk. New subscribers to our ...",2018-01-29T12:59:41Z
485,Fzs9qmAc4xY,,What’s the Ideal Waist Size?,Are there benefits to reducing waist size? Increased risk of metabolic complications starts at an abdominal circumference of 31.5 ...,2021-01-11T12:59:47Z
486,sCp9ZLmm9Lo,,Best Food to Counter Stress-Induced Immune Suppression,"How to improve immune function in children, and adults under physical or psychological stress. New subscribers to our ...",2018-01-08T12:57:34Z
487,tiJQMzwQRis,,Does Sugar Lead to Weight Gain?,The sugar industry's response to evidence implicating sweeteners in the obesity epidemic. New subscribers to our e-newsletter ...,2019-10-14T11:59:51Z
488,F71mUwNvYg8,,Is Lipstick Safe Given the Lead Contamination?,Dozens of lipsticks and lip glosses are put to the test. New subscribers to our e-newsletter always receive a free gift. Get yours ...,2018-11-28T13:11:46Z
489,EdTJe16uC1I,,Does Tea Tree Oil Work for Dandruff and Athletes foot?,Are the effects of tea tree oil anti-fungal or merely anti-inflammatory? New subscribers to our e-newsletter always receive a free ...,2018-07-11T11:20:40Z
490,5cDzhDQUyQo,,Can Green Tea Help Treat Cancer?,"A mixture of results have been reported using green tea to try to stop or reverse the progression of oral cancer, lung cancer, ...",2017-03-06T13:17:06Z
491,3a8fqidQ_3U,,Flashback Friday: Biblical Daniel Fast Put to the Test,"Within a matter of weeks, participants placed on the vegan diet outlined by the prophet Daniel experienced improvements in blood ...",2019-09-06T12:00:05Z
492,Wk2u-Eey3qU,,How to Access Research Articles for Free,The “Robin Hood of Science” continues to provide 60+ million scientific papers to anyone in the world for free at https://sci-hub.st ...,2018-05-11T12:05:08Z
493,vmpYpKKXTrE,,Researching the Health Effects of Marijuana,"Politics, prejudice, and pressure coming from both sides adds to the complexity of cannabis research. New subscribers to our ...",2017-12-25T12:29:43Z
494,XZOI4WF0dAU,,Do Natural and DIY Tea Tree Oil Cleaning Products Disinfect as Well as Bleach?,What's the best household cleaning product to use? New subscribers to our e-newsletter always receive a free gift. Get yours ...,2018-04-30T11:59:17Z
495,0W_OBRmAz2Y,,The Best Kept Secret in Medicine,"Lifestyle changes are often more effective in reducing the rates of heart disease, hypertension, heart failure, stroke, cancer, ...",2015-07-01T11:42:46Z
496,6V8BW00zZTA,,Dietary Cholesterol and Cancer,"The relationship between the consumption of eggs and other cholesterol-rich foods and cancers of the colon, breast, endometrium ...",2019-01-09T13:02:43Z
497,viip49hl6vc,,Should You Floss Before or After You Brush?,"How good is the evidence that flossing is effective, and what have randomized controlled trials shown is the optimal toothbrushing ...",2019-06-26T11:59:53Z
498,NrkcNUnWPDw,,Shedding Light on Shedding Weight,"Randomized, controlled trials of phototherapy (morning bright light) for weight loss. New subscribers to our e-newsletter always ...",2020-02-19T12:59:47Z
499,PzcYvQHpHlE,,The Weight Loss Program That Got Better with Time,The most well-published community-based lifestyle intervention in the medical literature is also one of the most effective.,2018-08-03T12:02:21Z
500,Oc8T8OGKnZ8,,Live Q&amp;A with Dr. Greger,"Join Dr. Greger on Thursday, April 25 at 3:00 pm ET for our next Live Q&A!",2024-04-09T19:50:43Z
501,NrkcNUnWPDw,,Shedding Light on Shedding Weight,"Randomized, controlled trials of phototherapy (morning bright light) for weight loss. New subscribers to our e-newsletter always ...",2020-02-19T12:59:47Z
502,Ld0BdqvMFI4,,Is Obesity Infectious?,"Given the role our gut bacteria can play in affecting our weight, having family and friends who are obese may not just be socially ...",2017-01-20T13:10:50Z
503,6dmJpRfjvio,,Sugar Industry Attempts to Manipulate the Science,"How the food industry responds to “health food faddists”. The sugar industry's line, “sugar is a cheap safe food,” comes from the ...",2019-04-22T11:40:39Z
504,07vk6TuLw1Q,,Highlights from the 2020 Dietary Guidelines Hearing,I was honored to testify before the US government's Dietary Guidelines Advisory Committee. Check out the video to see my ...,2019-10-09T12:00:09Z
505,dfOdps2bppY,,9 out of 10 Women Misinformed about Mammograms,"Most women are just being told what to do, rather than being given the facts necessary to make a fully informed decision.",2018-01-22T13:08:13Z
506,sEfJLc0NT9E,,The Pros and Cons of Mammograms,Fact Boxes can quantify benefits and harms in a clear and accessible format. New subscribers to our e-newsletter always receive ...,2018-03-12T11:57:18Z
